Player,starting_11,team,game,Season
Vitaliy Mykolenko,Y,Everton,West Ham vs Everton,2021
Ben Godfrey,Y,Everton,West Ham vs Everton,2021
Hugo Lloris,Y,Tottenham,Tottenham vs Newcastle Utd,2021
Matt Doherty,Y,Tottenham,Tottenham vs Newcastle Utd,2021
Cristian Romero,Y,Tottenham,Tottenham vs Newcastle Utd,2021
Pierre Højbjerg,Y,Tottenham,Tottenham vs Newcastle Utd,2021
Son Heung-min,Y,Tottenham,Tottenham vs Newcastle Utd,2021
Harry Kane,Y,Tottenham,Tottenham vs Newcastle Utd,2021
Emerson,Y,Tottenham,Tottenham vs Newcastle Utd,2021
Eric Dier,Y,Tottenham,Tottenham vs Newcastle Utd,2021
Dejan Kulusevski,Y,Tottenham,Tottenham vs Newcastle Utd,2021
Rodrigo Bentancur,Y,Tottenham,Tottenham vs Newcastle Utd,2021
Ben Davies,Y,Tottenham,Tottenham vs Newcastle Utd,2021
Martin Dúbravka,Y,Newcastle Utd,Tottenham vs Newcastle Utd,2021
Fabian Schär,Y,Newcastle Utd,Tottenham vs Newcastle Utd,2021
Joelinton,Y,Newcastle Utd,Tottenham vs Newcastle Utd,2021
Jonjo Shelvey,Y,Newcastle Utd,Tottenham vs Newcastle Utd,2021
Allan Saint-Maximin,Y,Newcastle Utd,Tottenham vs Newcastle Utd,2021
Matt Targett,Y,Newcastle Utd,Tottenham vs Newcastle Utd,2021
Javier Manquillo,Y,Newcastle Utd,Tottenham vs Newcastle Utd,2021
Chris Wood,Y,Newcastle Utd,Tottenham vs Newcastle Utd,2021
Ryan Fraser,Y,Newcastle Utd,Tottenham vs Newcastle Utd,2021
Joe Willock,Y,Newcastle Utd,Tottenham vs Newcastle Utd,2021
Dan Burn,Y,Newcastle Utd,Tottenham vs Newcastle Utd,2021
Vicente Guaita,Y,Crystal Palace,Crystal Palace vs Arsenal,2021
Tyrick Mitchell,Y,Crystal Palace,Crystal Palace vs Arsenal,2021
Marc Guéhi,Y,Crystal Palace,Crystal Palace vs Arsenal,2021
Cheikhou Kouyaté,Y,Crystal Palace,Crystal Palace vs Arsenal,2021
Jordan Ayew,Y,Crystal Palace,Crystal Palace vs Arsenal,2021
Wilfried Zaha,Y,Crystal Palace,Crystal Palace vs Arsenal,2021
Jean-Philippe Mateta,Y,Crystal Palace,Crystal Palace vs Arsenal,2021
Jeffrey Schlupp,Y,Crystal Palace,Crystal Palace vs Arsenal,2021
Joachim Andersen,Y,Crystal Palace,Crystal Palace vs Arsenal,2021
Nathaniel Clyne,Y,Crystal Palace,Crystal Palace vs Arsenal,2021
Conor Gallagher,Y,Crystal Palace,Crystal Palace vs Arsenal,2021
Aaron Ramsdale,Y,Arsenal,Crystal Palace vs Arsenal,2021
Ben White,Y,Arsenal,Crystal Palace vs Arsenal,2021
Thomas Partey,Y,Arsenal,Crystal Palace vs Arsenal,2021
Gabriel Dos Santos,Y,Arsenal,Crystal Palace vs Arsenal,2021
Bukayo Saka,Y,Arsenal,Crystal Palace vs Arsenal,2021
Martin Ødegaard,Y,Arsenal,Crystal Palace vs Arsenal,2021
Alexandre Lacazette,Y,Arsenal,Crystal Palace vs Arsenal,2021
Emile Smith Rowe,Y,Arsenal,Crystal Palace vs Arsenal,2021
Cédric Soares,Y,Arsenal,Crystal Palace vs Arsenal,2021
Nuno Tavares,Y,Arsenal,Crystal Palace vs Arsenal,2021
Granit Xhaka,Y,Arsenal,Crystal Palace vs Arsenal,2021
Nick Pope,Y,Burnley,Burnley vs Everton,2021
Charlie Taylor,Y,Burnley,Burnley vs Everton,2021
James Tarkowski,Y,Burnley,Burnley vs Everton,2021
Josh Brownhill,Y,Burnley,Burnley vs Everton,2021
Wout Weghorst,Y,Burnley,Burnley vs Everton,2021
Connor Roberts,Y,Burnley,Burnley vs Everton,2021
Aaron Lennon,Y,Burnley,Burnley vs Everton,2021
Ashley Westwood,Y,Burnley,Burnley vs Everton,2021
Jay Rodriguez,Y,Burnley,Burnley vs Everton,2021
Maxwel Cornet,Y,Burnley,Burnley vs Everton,2021
Nathan Collins,Y,Burnley,Burnley vs Everton,2021
Jordan Pickford,Y,Everton,Burnley vs Everton,2021
Jonjoe Kenny,Y,Everton,Burnley vs Everton,2021
Mason Holgate,Y,Everton,Burnley vs Everton,2021
Richarlison,Y,Everton,Burnley vs Everton,2021
Dominic Calvert-Lewin,Y,Everton,Burnley vs Everton,2021
Abdoulaye Doucouré,Y,Everton,Burnley vs Everton,2021
Alex Iwobi,Y,Everton,Burnley vs Everton,2021
Vitaliy Mykolenko,Y,Everton,Burnley vs Everton,2021
Ben Godfrey,Y,Everton,Burnley vs Everton,2021
Anthony Gordon,Y,Everton,Burnley vs Everton,2021
Jarrad Branthwaite,Y,Everton,Burnley vs Everton,2021
Martin Dúbravka,Y,Newcastle Utd,Newcastle Utd vs Wolves,2021
Fabian Schär,Y,Newcastle Utd,Newcastle Utd vs Wolves,2021
Joelinton,Y,Newcastle Utd,Newcastle Utd vs Wolves,2021
Jonjo Shelvey,Y,Newcastle Utd,Newcastle Utd vs Wolves,2021
Allan Saint-Maximin,Y,Newcastle Utd,Newcastle Utd vs Wolves,2021
Matt Targett,Y,Newcastle Utd,Newcastle Utd vs Wolves,2021
Emil Krafth,Y,Newcastle Utd,Newcastle Utd vs Wolves,2021
Chris Wood,Y,Newcastle Utd,Newcastle Utd vs Wolves,2021
Ryan Fraser,Y,Newcastle Utd,Newcastle Utd vs Wolves,2021
Dan Burn,Y,Newcastle Utd,Newcastle Utd vs Wolves,2021
Bruno Guimarães,Y,Newcastle Utd,Newcastle Utd vs Wolves,2021
José Sá,Y,Wolves,Newcastle Utd vs Wolves,2021
Fernando Marçal,Y,Wolves,Newcastle Utd vs Wolves,2021
Francisco Trincão,Y,Wolves,Newcastle Utd vs Wolves,2021
Willy Boly,Y,Wolves,Newcastle Utd vs Wolves,2021
Conor Coady,Y,Wolves,Newcastle Utd vs Wolves,2021
Fábio Silva,Y,Wolves,Newcastle Utd vs Wolves,2021
Jonny Castro,Y,Wolves,Newcastle Utd vs Wolves,2021
Max Kilman,Y,Wolves,Newcastle Utd vs Wolves,2021
Hwang Hee-chan,Y,Wolves,Newcastle Utd vs Wolves,2021
João Moutinho,Y,Wolves,Newcastle Utd vs Wolves,2021
Luke Cundle,Y,Wolves,Newcastle Utd vs Wolves,2021
Jordan Pickford,Y,Everton,Everton vs Manchester Utd,2021
Michael Keane,Y,Everton,Everton vs Manchester Utd,2021
Allan,Y,Everton,Everton vs Manchester Utd,2021
Richarlison,Y,Everton,Everton vs Manchester Utd,2021
Fabian Delph,Y,Everton,Everton vs Manchester Utd,2021
Dominic Calvert-Lewin,Y,Everton,Everton vs Manchester Utd,2021
Alex Iwobi,Y,Everton,Everton vs Manchester Utd,2021
Vitaliy Mykolenko,Y,Everton,Everton vs Manchester Utd,2021
Ben Godfrey,Y,Everton,Everton vs Manchester Utd,2021
Séamus Coleman,Y,Everton,Everton vs Manchester Utd,2021
Anthony Gordon,Y,Everton,Everton vs Manchester Utd,2021
David de Gea,Y,Manchester Utd,Everton vs Manchester Utd,2021
Victor Lindelöf,Y,Manchester Utd,Everton vs Manchester Utd,2021
Harry Maguire,Y,Manchester Utd,Everton vs Manchester Utd,2021
Cristiano Ronaldo,Y,Manchester Utd,Everton vs Manchester Utd,2021
Marcus Rashford,Y,Manchester Utd,Everton vs Manchester Utd,2021
Fred,Y,Manchester Utd,Everton vs Manchester Utd,2021
Bruno Fernandes,Y,Manchester Utd,Everton vs Manchester Utd,2021
Jadon Sancho,Y,Manchester Utd,Everton vs Manchester Utd,2021
Alex Telles,Y,Manchester Utd,Everton vs Manchester Utd,2021
Aaron Wan-Bissaka,Y,Manchester Utd,Everton vs Manchester Utd,2021
Nemanja Matić,Y,Manchester Utd,Everton vs Manchester Utd,2021
Aaron Ramsdale,Y,Arsenal,Arsenal vs Brighton,2021
Ben White,Y,Arsenal,Arsenal vs Brighton,2021
Gabriel Dos Santos,Y,Arsenal,Arsenal vs Brighton,2021
Bukayo Saka,Y,Arsenal,Arsenal vs Brighton,2021
Martin Ødegaard,Y,Arsenal,Arsenal vs Brighton,2021
Alexandre Lacazette,Y,Arsenal,Arsenal vs Brighton,2021
Emile Smith Rowe,Y,Arsenal,Arsenal vs Brighton,2021
Cédric Soares,Y,Arsenal,Arsenal vs Brighton,2021
Albert Sambi Lokonga,Y,Arsenal,Arsenal vs Brighton,2021
Granit Xhaka,Y,Arsenal,Arsenal vs Brighton,2021
Martinelli,Y,Arsenal,Arsenal vs Brighton,2021
Robert Sánchez,Y,Brighton,Arsenal vs Brighton,2021
Marc Cucurella,Y,Brighton,Arsenal vs Brighton,2021
Lewis Dunk,Y,Brighton,Arsenal vs Brighton,2021
Yves Bissouma,Y,Brighton,Arsenal vs Brighton,2021
Alexis Mac Allister,Y,Brighton,Arsenal vs Brighton,2021
Leandro Trossard,Y,Brighton,Arsenal vs Brighton,2021
Enock Mwepu,Y,Brighton,Arsenal vs Brighton,2021
Pascal Groß,Y,Brighton,Arsenal vs Brighton,2021
Danny Welbeck,Y,Brighton,Arsenal vs Brighton,2021
Moisés Caicedo,Y,Brighton,Arsenal vs Brighton,2021
Joël Veltman,Y,Brighton,Arsenal vs Brighton,2021
Fraser Forster,Y,Southampton,Southampton vs Chelsea,2021
Kyle Walker-Peters,Y,Southampton,Southampton vs Chelsea,2021
Oriol Romeu,Y,Southampton,Southampton vs Chelsea,2021
James Ward-Prowse,Y,Southampton,Southampton vs Chelsea,2021
Adam Armstrong,Y,Southampton,Southampton vs Chelsea,2021
Che Adams,Y,Southampton,Southampton vs Chelsea,2021
Stuart Armstrong,Y,Southampton,Southampton vs Chelsea,2021
Valentino Livramento,Y,Southampton,Southampton vs Chelsea,2021
Mohammed Salisu,Y,Southampton,Southampton vs Chelsea,2021
Mohamed Elyounoussi,Y,Southampton,Southampton vs Chelsea,2021
Jan Bednarek,Y,Southampton,Southampton vs Chelsea,2021
Edouard Mendy,Y,Chelsea,Southampton vs Chelsea,2021
Antonio Rüdiger,Y,Chelsea,Southampton vs Chelsea,2021
Marcos Alonso,Y,Chelsea,Southampton vs Chelsea,2021
Andreas Christensen,Y,Chelsea,Southampton vs Chelsea,2021
Thiago Silva,Y,Chelsea,Southampton vs Chelsea,2021
N'Golo Kanté,Y,Chelsea,Southampton vs Chelsea,2021
Mateo Kovačić,Y,Chelsea,Southampton vs Chelsea,2021
Timo Werner,Y,Chelsea,Southampton vs Chelsea,2021
Ruben Loftus-Cheek,Y,Chelsea,Southampton vs Chelsea,2021
Mason Mount,Y,Chelsea,Southampton vs Chelsea,2021
Kai Havertz,Y,Chelsea,Southampton vs Chelsea,2021
Ben Foster,Y,Watford,Watford vs Leeds United,2021
Imran Louza,Y,Watford,Watford vs Leeds United,2021
João Pedro,Y,Watford,Watford vs Leeds United,2021
Hassane Kamara,Y,Watford,Watford vs Leeds United,2021
Moussa Sissoko,Y,Watford,Watford vs Leeds United,2021
Kiko Femenía,Y,Watford,Watford vs Leeds United,2021
Samir Santos,Y,Watford,Watford vs Leeds United,2021
Ismaila Sarr,Y,Watford,Watford vs Leeds United,2021
Christian Kabasele,Y,Watford,Watford vs Leeds United,2021
Cucho,Y,Watford,Watford vs Leeds United,2021
Juraj Kucka,Y,Watford,Watford vs Leeds United,2021
Illan Meslier,Y,Leeds United,Watford vs Leeds United,2021
Luke Ayling,Y,Leeds United,Watford vs Leeds United,2021
Robin Koch,Y,Leeds United,Watford vs Leeds United,2021
Liam Cooper,Y,Leeds United,Watford vs Leeds United,2021
Raphinha,Y,Leeds United,Watford vs Leeds United,2021
Diego Llorente,Y,Leeds United,Watford vs Leeds United,2021
Stuart Dallas,Y,Leeds United,Watford vs Leeds United,2021
Rodrigo,Y,Leeds United,Watford vs Leeds United,2021
Daniel James,Y,Leeds United,Watford vs Leeds United,2021
Jack Harrison,Y,Leeds United,Watford vs Leeds United,2021
Mateusz Klich,Y,Leeds United,Watford vs Leeds United,2021
Emiliano Martínez,Y,Aston Villa,Aston Villa vs Tottenham,2021
Matty Cash,Y,Aston Villa,Aston Villa vs Tottenham,2021
Ezri Konsa,Y,Aston Villa,Aston Villa vs Tottenham,2021
Tyrone Mings,Y,Aston Villa,Aston Villa vs Tottenham,2021
Douglas Luiz,Y,Aston Villa,Aston Villa vs Tottenham,2021
John McGinn,Y,Aston Villa,Aston Villa vs Tottenham,2021
Ollie Watkins,Y,Aston Villa,Aston Villa vs Tottenham,2021
Danny Ings,Y,Aston Villa,Aston Villa vs Tottenham,2021
Philippe Coutinho,Y,Aston Villa,Aston Villa vs Tottenham,2021
Lucas Digne,Y,Aston Villa,Aston Villa vs Tottenham,2021
Jacob Ramsey,Y,Aston Villa,Aston Villa vs Tottenham,2021
Hugo Lloris,Y,Tottenham,Aston Villa vs Tottenham,2021
Matt Doherty,Y,Tottenham,Aston Villa vs Tottenham,2021
Cristian Romero,Y,Tottenham,Aston Villa vs Tottenham,2021
Pierre Højbjerg,Y,Tottenham,Aston Villa vs Tottenham,2021
Son Heung-min,Y,Tottenham,Aston Villa vs Tottenham,2021
Harry Kane,Y,Tottenham,Aston Villa vs Tottenham,2021
Emerson,Y,Tottenham,Aston Villa vs Tottenham,2021
Eric Dier,Y,Tottenham,Aston Villa vs Tottenham,2021
Dejan Kulusevski,Y,Tottenham,Aston Villa vs Tottenham,2021
Rodrigo Bentancur,Y,Tottenham,Aston Villa vs Tottenham,2021
Ben Davies,Y,Tottenham,Aston Villa vs Tottenham,2021
David Raya,Y,Brentford,Brentford vs West Ham,2021
Rico Henry,Y,Brentford,Brentford vs West Ham,2021
Ethan Pinnock,Y,Brentford,Brentford vs West Ham,2021
Christian Nørgaard,Y,Brentford,Brentford vs West Ham,2021
Yoane Wissa,Y,Brentford,Brentford vs West Ham,2021
Ivan Toney,Y,Brentford,Brentford vs West Ham,2021
Bryan Mbeumo,Y,Brentford,Brentford vs West Ham,2021
Kristoffer Ajer,Y,Brentford,Brentford vs West Ham,2021
Christian Eriksen,Y,Brentford,Brentford vs West Ham,2021
Mathias Jørgensen,Y,Brentford,Brentford vs West Ham,2021
Vitaly Janelt,Y,Brentford,Brentford vs West Ham,2021
Łukasz Fabiański,Y,West Ham,Brentford vs West Ham,2021
Aaron Cresswell,Y,West Ham,Brentford vs West Ham,2021
Kurt Zouma,Y,West Ham,Brentford vs West Ham,2021
Vladimír Coufal,Y,West Ham,Brentford vs West Ham,2021
Pablo Fornals,Y,West Ham,Brentford vs West Ham,2021
Michail Antonio,Y,West Ham,Brentford vs West Ham,2021
Manuel Lanzini,Y,West Ham,Brentford vs West Ham,2021
Craig Dawson,Y,West Ham,Brentford vs West Ham,2021
Jarrod Bowen,Y,West Ham,Brentford vs West Ham,2021
Tomáš Souček,Y,West Ham,Brentford vs West Ham,2021
Declan Rice,Y,West Ham,Brentford vs West Ham,2021
Kasper Schmeichel,Y,Leicester City,Leicester City vs Crystal Palace,2021
James Justin,Y,Leicester City,Leicester City vs Crystal Palace,2021
Çağlar Söyüncü,Y,Leicester City,Leicester City vs Crystal Palace,2021
Youri Tielemans,Y,Leicester City,Leicester City vs Crystal Palace,2021
James Maddison,Y,Leicester City,Leicester City vs Crystal Palace,2021
Daniel Amartey,Y,Leicester City,Leicester City vs Crystal Palace,2021
Kiernan Dewsbury-Hall,Y,Leicester City,Leicester City vs Crystal Palace,2021
Nampalys Mendy,Y,Leicester City,Leicester City vs Crystal Palace,2021
Patson Daka,Y,Leicester City,Leicester City vs Crystal Palace,2021
Luke Thomas,Y,Leicester City,Leicester City vs Crystal Palace,2021
Ademola Lookman,Y,Leicester City,Leicester City vs Crystal Palace,2021
Vicente Guaita,Y,Crystal Palace,Leicester City vs Crystal Palace,2021
Tyrick Mitchell,Y,Crystal Palace,Leicester City vs Crystal Palace,2021
Marc Guéhi,Y,Crystal Palace,Leicester City vs Crystal Palace,2021
Cheikhou Kouyaté,Y,Crystal Palace,Leicester City vs Crystal Palace,2021
Jordan Ayew,Y,Crystal Palace,Leicester City vs Crystal Palace,2021
Wilfried Zaha,Y,Crystal Palace,Leicester City vs Crystal Palace,2021
Jean-Philippe Mateta,Y,Crystal Palace,Leicester City vs Crystal Palace,2021
Jeffrey Schlupp,Y,Crystal Palace,Leicester City vs Crystal Palace,2021
Joachim Andersen,Y,Crystal Palace,Leicester City vs Crystal Palace,2021
Nathaniel Clyne,Y,Crystal Palace,Leicester City vs Crystal Palace,2021
Conor Gallagher,Y,Crystal Palace,Leicester City vs Crystal Palace,2021
Tim Krul,Y,Norwich City,Norwich City vs Burnley,2021
Sam Byram,Y,Norwich City,Norwich City vs Burnley,2021
Ben Gibson,Y,Norwich City,Norwich City vs Burnley,2021
Grant Hanley,Y,Norwich City,Norwich City vs Burnley,2021
Kieran Dowell,Y,Norwich City,Norwich City vs Burnley,2021
Mathias Normann,Y,Norwich City,Norwich City vs Burnley,2021
Milot Rashica,Y,Norwich City,Norwich City vs Burnley,2021
Pierre Lees-Melou,Y,Norwich City,Norwich City vs Burnley,2021
Teemu Pukki,Y,Norwich City,Norwich City vs Burnley,2021
Kenny McLean,Y,Norwich City,Norwich City vs Burnley,2021
Dimitris Giannoulis,Y,Norwich City,Norwich City vs Burnley,2021
Nick Pope,Y,Burnley,Norwich City vs Burnley,2021
Matthew Lowton,Y,Burnley,Norwich City vs Burnley,2021
Charlie Taylor,Y,Burnley,Norwich City vs Burnley,2021
James Tarkowski,Y,Burnley,Norwich City vs Burnley,2021
Josh Brownhill,Y,Burnley,Norwich City vs Burnley,2021
Wout Weghorst,Y,Burnley,Norwich City vs Burnley,2021
Aaron Lennon,Y,Burnley,Norwich City vs Burnley,2021
Ashley Westwood,Y,Burnley,Norwich City vs Burnley,2021
Jay Rodriguez,Y,Burnley,Norwich City vs Burnley,2021
Maxwel Cornet,Y,Burnley,Norwich City vs Burnley,2021
Nathan Collins,Y,Burnley,Norwich City vs Burnley,2021
Ederson,Y,Manchester City,Manchester City vs Liverpool,2021
Kyle Walker,Y,Manchester City,Manchester City vs Liverpool,2021
John Stones,Y,Manchester City,Manchester City vs Liverpool,2021
Raheem Sterling,Y,Manchester City,Manchester City vs Liverpool,2021
Gabriel Jesus,Y,Manchester City,Manchester City vs Liverpool,2021
Aymeric Laporte,Y,Manchester City,Manchester City vs Liverpool,2021
Rodri,Y,Manchester City,Manchester City vs Liverpool,2021
Kevin De Bruyne,Y,Manchester City,Manchester City vs Liverpool,2021
Bernardo Silva,Y,Manchester City,Manchester City vs Liverpool,2021
João Cancelo,Y,Manchester City,Manchester City vs Liverpool,2021
Phil Foden,Y,Manchester City,Manchester City vs Liverpool,2021
Alisson,Y,Liverpool,Manchester City vs Liverpool,2021
Fabinho,Y,Liverpool,Manchester City vs Liverpool,2021
Virgil van Dijk,Y,Liverpool,Manchester City vs Liverpool,2021
Thiago Alcántara,Y,Liverpool,Manchester City vs Liverpool,2021
Sadio Mané,Y,Liverpool,Manchester City vs Liverpool,2021
Mohamed Salah,Y,Liverpool,Manchester City vs Liverpool,2021
Jordan Henderson,Y,Liverpool,Manchester City vs Liverpool,2021
Diogo Jota,Y,Liverpool,Manchester City vs Liverpool,2021
Andrew Robertson,Y,Liverpool,Manchester City vs Liverpool,2021
Joël Matip,Y,Liverpool,Manchester City vs Liverpool,2021
Trent Alexander-Arnold,Y,Liverpool,Manchester City vs Liverpool,2021
Hugo Lloris,Y,Tottenham,Tottenham vs Brighton,2021
Sergio Reguilón,Y,Tottenham,Tottenham vs Brighton,2021
Cristian Romero,Y,Tottenham,Tottenham vs Brighton,2021
Pierre Højbjerg,Y,Tottenham,Tottenham vs Brighton,2021
Son Heung-min,Y,Tottenham,Tottenham vs Brighton,2021
Harry Kane,Y,Tottenham,Tottenham vs Brighton,2021
Emerson,Y,Tottenham,Tottenham vs Brighton,2021
Eric Dier,Y,Tottenham,Tottenham vs Brighton,2021
Dejan Kulusevski,Y,Tottenham,Tottenham vs Brighton,2021
Rodrigo Bentancur,Y,Tottenham,Tottenham vs Brighton,2021
Ben Davies,Y,Tottenham,Tottenham vs Brighton,2021
Robert Sánchez,Y,Brighton,Tottenham vs Brighton,2021
Tariq Lamptey,Y,Brighton,Tottenham vs Brighton,2021
Marc Cucurella,Y,Brighton,Tottenham vs Brighton,2021
Lewis Dunk,Y,Brighton,Tottenham vs Brighton,2021
Yves Bissouma,Y,Brighton,Tottenham vs Brighton,2021
Alexis Mac Allister,Y,Brighton,Tottenham vs Brighton,2021
Leandro Trossard,Y,Brighton,Tottenham vs Brighton,2021
Enock Mwepu,Y,Brighton,Tottenham vs Brighton,2021
Pascal Groß,Y,Brighton,Tottenham vs Brighton,2021
Moisés Caicedo,Y,Brighton,Tottenham vs Brighton,2021
Joël Veltman,Y,Brighton,Tottenham vs Brighton,2021
David de Gea,Y,Manchester Utd,Manchester Utd vs Norwich City,2021
Victor Lindelöf,Y,Manchester Utd,Manchester Utd vs Norwich City,2021
Harry Maguire,Y,Manchester Utd,Manchester Utd vs Norwich City,2021
Paul Pogba,Y,Manchester Utd,Manchester Utd vs Norwich City,2021
Cristiano Ronaldo,Y,Manchester Utd,Manchester Utd vs Norwich City,2021
Jesse Lingard,Y,Manchester Utd,Manchester Utd vs Norwich City,2021
Bruno Fernandes,Y,Manchester Utd,Manchester Utd vs Norwich City,2021
Diogo Dalot,Y,Manchester Utd,Manchester Utd vs Norwich City,2021
Jadon Sancho,Y,Manchester Utd,Manchester Utd vs Norwich City,2021
Alex Telles,Y,Manchester Utd,Manchester Utd vs Norwich City,2021
Anthony Elanga,Y,Manchester Utd,Manchester Utd vs Norwich City,2021
Tim Krul,Y,Norwich City,Manchester Utd vs Norwich City,2021
Sam Byram,Y,Norwich City,Manchester Utd vs Norwich City,2021
Ben Gibson,Y,Norwich City,Manchester Utd vs Norwich City,2021
Grant Hanley,Y,Norwich City,Manchester Utd vs Norwich City,2021
Kieran Dowell,Y,Norwich City,Manchester Utd vs Norwich City,2021
Mathias Normann,Y,Norwich City,Manchester Utd vs Norwich City,2021
Milot Rashica,Y,Norwich City,Manchester Utd vs Norwich City,2021
Pierre Lees-Melou,Y,Norwich City,Manchester Utd vs Norwich City,2021
Teemu Pukki,Y,Norwich City,Manchester Utd vs Norwich City,2021
Kenny McLean,Y,Norwich City,Manchester Utd vs Norwich City,2021
Dimitris Giannoulis,Y,Norwich City,Manchester Utd vs Norwich City,2021
Ben Foster,Y,Watford,Watford vs Brentford,2021
Imran Louza,Y,Watford,Watford vs Brentford,2021
João Pedro,Y,Watford,Watford vs Brentford,2021
Hassane Kamara,Y,Watford,Watford vs Brentford,2021
Moussa Sissoko,Y,Watford,Watford vs Brentford,2021
Kiko Femenía,Y,Watford,Watford vs Brentford,2021
Samir Santos,Y,Watford,Watford vs Brentford,2021
Ismaila Sarr,Y,Watford,Watford vs Brentford,2021
Emmanuel Dennis,Y,Watford,Watford vs Brentford,2021
Christian Kabasele,Y,Watford,Watford vs Brentford,2021
Juraj Kucka,Y,Watford,Watford vs Brentford,2021
David Raya,Y,Brentford,Watford vs Brentford,2021
Rico Henry,Y,Brentford,Watford vs Brentford,2021
Ethan Pinnock,Y,Brentford,Watford vs Brentford,2021
Christian Nørgaard,Y,Brentford,Watford vs Brentford,2021
Yoane Wissa,Y,Brentford,Watford vs Brentford,2021
Ivan Toney,Y,Brentford,Watford vs Brentford,2021
Pontus Jansson,Y,Brentford,Watford vs Brentford,2021
Bryan Mbeumo,Y,Brentford,Watford vs Brentford,2021
Kristoffer Ajer,Y,Brentford,Watford vs Brentford,2021
Christian Eriksen,Y,Brentford,Watford vs Brentford,2021
Vitaly Janelt,Y,Brentford,Watford vs Brentford,2021
Fraser Forster,Y,Southampton,Southampton vs Arsenal,2021
Kyle Walker-Peters,Y,Southampton,Southampton vs Arsenal,2021
Lyanco,Y,Southampton,Southampton vs Arsenal,2021
Oriol Romeu,Y,Southampton,Southampton vs Arsenal,2021
James Ward-Prowse,Y,Southampton,Southampton vs Arsenal,2021
Romain Perraud,Y,Southampton,Southampton vs Arsenal,2021
Stuart Armstrong,Y,Southampton,Southampton vs Arsenal,2021
Armando Broja,Y,Southampton,Southampton vs Arsenal,2021
Mohamed Elyounoussi,Y,Southampton,Southampton vs Arsenal,2021
Jan Bednarek,Y,Southampton,Southampton vs Arsenal,2021
Yan Valery,Y,Southampton,Southampton vs Arsenal,2021
Aaron Ramsdale,Y,Arsenal,Southampton vs Arsenal,2021
Ben White,Y,Arsenal,Southampton vs Arsenal,2021
Gabriel Dos Santos,Y,Arsenal,Southampton vs Arsenal,2021
Bukayo Saka,Y,Arsenal,Southampton vs Arsenal,2021
Martin Ødegaard,Y,Arsenal,Southampton vs Arsenal,2021
